;;;;;;;;;;;
;;HOc2;LGOc6;;;HOc2;LGOc6;;;HOc2;LGOc6
 	42.263,67 ;16/9/15 16:00;1,5688;493,75;;9/16/15 16:00;1,5698;494,75;;9/17/15 16:00;317;13
 	42.263,69 ;16/9/15 16:30;1,5642;493,75;;9/16/15 16:30;1,5825;494,75;;9/17/15 16:30;129;2
 	42.263,71 ;16/9/15 17:00;1,5644;494;;9/16/15 17:00;1,582;495,5;;9/17/15 17:30;5;2
 	42.263,73 ;16/9/15 17:30;1,5667;494;;9/16/15 17:30;1,5692;495,5;;9/17/15 18:30;35;2
 	42.263,77 ;16/9/15 18:30;1,5726;494;;9/16/15 18:30;1,5753;495,5;;9/17/15 19:00;35;2
 	42.263,79 ;16/9/15 19:00;1,5711;494;;9/16/15 19:00;1,5735;495,5;;9/17/15 19:30;47;2
 	42.263,81 ;16/9/15 19:30;1,5668;494;;9/16/15 19:30;1,5685;495,5;;9/17/15 20:00;5;2
 	42.263,83 ;16/9/15 20:00;1,5671;494;;9/16/15 20:00;1,5689;495,5;;9/17/15 20:30;5;2
 	42.263,85 ;16/9/15 20:30;1,5681;493,75;;9/16/15 20:30;1,571;495;;9/17/15 21:00;9;2
 	42.263,88 ;16/9/15 21:00;1,566;493;;9/16/15 21:00;1,5677;493,75;;9/17/15 21:30;9;2
 	42.263,90 ;16/9/15 21:30;1,5657;492,75;;9/16/15 21:30;1,5679;493,75;;9/17/15 22:00;9;2
 	42.263,92 ;16/9/15 22:00;1,5656;492,75;;9/16/15;1,5681;493,75;;9/17/15;4;2
 	42.263,94 ;16/9/15 22:30;1,567;493;;9/16/15 22:30;1,5688;493,75;;9/17/15 23:00;2;2
 	42.263,96 ;16/9/15 23:00;1,5678;493,25;;9/16/15 23:00;1,5689;494;;9/17/15 23:30;6;2
 	42.263,98 ;16/9/15 23:30;1,5678;493,5;;9/16/15 23:30;1,5687;494;;9/18/15 0:00;36;8
 	42.264,00 ;17/9/15 0:00;1,5679;493,5;;9/17/15 0:00;1,5692;494;;9/18/15 0:30;8;8
 	42.264,02 ;17/9/15 0:30;1,5686;493,75;;9/17/15 0:30;1,57;494,5;;9/18/15 1:00;10;8
 	42.264,04 ;17/9/15 1:00;1,5698;494;;9/17/15 1:00;1,5714;494,75;;9/18/15 1:30;49;1
 	42.264,06 ;17/9/15 1:30;1,5716;494,75;;9/17/15 1:30;1,573;495,25;;9/18/15 2:00;72;23
 	42.264,08 ;17/9/15 2:00;1,5706;494,25;;9/17/15 2:00;1,5712;494,75;;9/18/15 2:30;110;11
 	42.264,10 ;17/9/15 2:30;1,5674;493,25;;9/17/15 2:30;1,5683;493,75;;9/18/15 3:00;143;279
 	42.264,13 ;17/9/15 3:00;1,5602;491;;9/17/15 3:00;1,5613;491,5;;9/18/15 3:30;177;288
 	42.264,15 ;17/9/15 3:30;1,5637;491,5;;9/17/15 3:30;1,5646;491,75;;9/18/15 4:00;95;19
 	42.264,17 ;17/9/15 4:00;1,5596;490,25;;9/17/15 4:00;1,5613;490,75;;9/18/15 4:30;130;113
 	42.264,19 ;17/9/15 4:30;1,5484;486,75;;9/17/15 4:30;1,5492;487,25;;9/18/15 5:00;98;75
 	42.264,21 ;17/9/15 5:00;1,5504;487,5;;9/17/15 5:00;1,5512;488,25;;9/18/15 5:30;105;56
 	42.264,23 ;17/9/15 5:30;1,5465;486,75;;9/17/15 5:30;1,5471;487,25;;9/18/15 6:00;126;67
 	42.264,25 ;17/9/15 6:00;1,5464;486,75;;9/17/15 6:00;1,5474;487,5;;9/18/15 6:30;63;2
 	42.264,27 ;17/9/15 6:30;1,5504;488;;9/17/15 6:30;1,551;488,5;;9/18/15 7:00;219;49
 	42.264,29 ;17/9/15 7:00;1,5456;487,25;;9/17/15 7:00;1,5464;487,5;;9/18/15 7:30;356;232
 	42.264,31 ;17/9/15 7:30;1,548;488;;9/17/15 7:30;1,5495;488,75;;9/18/15 8:00;872;265
 	42.264,33 ;17/9/15 8:00;1,5474;488,25;;9/17/15 8:00;1,5479;488,5;;9/18/15 8:30;2855;803
 	42.264,35 ;17/9/15 8:30;1,5576;491;;9/17/15 8:30;1,5582;491,5;;9/18/15 9:00;2322;828
 	42.264,38 ;17/9/15 9:00;1,5587;491,75;;9/17/15 9:00;1,5591;492;;9/18/15 9:30;4982;360
 	42.264,40 ;17/9/15 9:30;1,5549;490,25;;9/17/15 9:30;1,5556;490,75;;9/18/15 10:00;4579;700
 	42.264,42 ;17/9/15 10:00;1,5483;488,25;;9/17/15 10:00;1,5484;488,75;;9/18/15 10:30;2225;713
 	42.264,44 ;17/9/15 10:30;1,5432;486,5;;9/17/15 10:30;1,5437;486,75;;9/18/15 11:00;3080;299
 	42.264,46 ;17/9/15 11:00;1,5387;484,5;;9/17/15 11:00;1,5394;485;;9/18/15 11:30;2787;144
 	42.264,48 ;17/9/15 11:30;1,5388;484,25;;9/17/15 11:30;1,5395;485;;9/18/15 12:00;1078;1
 	42.264,50 ;17/9/15 12:00;1,5386;484,25;;9/17/15 12:00;1,5394;484,75;;9/18/15 12:30;1264;140
 	42.264,52 ;17/9/15 12:30;1,5476;487,25;;9/17/15 12:30;1,5483;487,75;;9/18/15 13:00;3170;51
 	42.264,54 ;17/9/15 13:00;1,5467;486,75;;9/17/15 13:00;1,549;487,75;;9/18/15 13:30;6276;132
 	42.264,56 ;17/9/15 13:30;1,5513;488,5;;9/17/15 13:30;1,5518;489;;9/18/15 14:00;1104;168
 	42.264,58 ;17/9/15 14:00;1,5585;490,5;;9/17/15 14:00;1,5594;491,25;;9/18/15 14:30;856;8
 	42.264,60 ;17/9/15 14:30;1,5539;488,75;;9/17/15 14:30;1,5544;489,5;;9/18/15 15:00;439;8
 	42.264,63 ;17/9/15 15:00;1,5508;488,25;;9/17/15 15:00;1,5518;488,75;;9/18/15 15:30;85;8
 	42.264,65 ;17/9/15 15:30;1,5524;488,25;;9/17/15 15:30;1,553;489,25;;9/18/15 16:00;55;8
 	42.264,67 ;17/9/15 16:00;1,5543;488,75;;9/17/15 16:00;1,556;490,25;;9/18/15 16:30;123;1
 	42.264,69 ;17/9/15 16:30;1,547;489,75;;9/17/15 16:30;1,557;490,25;;9/20/15 18:30;6;2
 	42.264,71 ;17/9/15 17:00;1,557;489,25;;9/17/15 17:00;1,557;491,5;;9/20/15 19:00;10;1
 	42.264,73 ;17/9/15 17:30;1,5544;489,25;;9/17/15 17:30;1,5555;491,5;;9/20/15 19:30;14;40
 	42.264,77 ;17/9/15 18:30;1,5511;489,25;;9/17/15 18:30;1,5523;491,5;;9/20/15 20:00;31;1
 	42.264,79 ;17/9/15 19:00;1,5485;489,25;;9/17/15 19:00;1,5516;491,5;;9/20/15 20:30;31;1
 	42.264,81 ;17/9/15 19:30;1,5495;489,25;;9/17/15 19:30;1,5515;491,5;;9/20/15 21:00;31;1
 	42.264,83 ;17/9/15 20:00;1,5497;489,25;;9/17/15 20:00;1,5505;491,5;;9/20/15 21:30;8;1
 	42.264,85 ;17/9/15 20:30;1,5505;488;;9/17/15 20:30;1,5511;488,5;;9/20/15 22:00;19;13
 	42.264,88 ;17/9/15 21:00;1,5502;487,75;;9/17/15 21:00;1,5517;488,75;;9/20/15 22:30;79;5
 	42.264,90 ;17/9/15 21:30;1,5511;488;;9/17/15 21:30;1,5524;488,5;;9/20/15 23:00;4;20
 	42.264,92 ;17/9/15 22:00;1,5497;487,75;;9/17/15;1,5517;489;;9/20/15;4;20
 	42.264,94 ;17/9/15 22:30;1,5505;488,25;;9/17/15 22:30;1,5517;488,75;;9/21/15 0:00;5;1
 	42.264,96 ;17/9/15 23:00;1,5504;488;;9/17/15 23:00;1,5514;488,5;;9/21/15 0:30;3;2
 	42.264,98 ;17/9/15 23:30;1,5502;488;;9/17/15 23:30;1,5513;488,5;;9/21/15 1:00;72;2
 	42.265,00 ;18/9/15 0:00;1,5507;488,25;;9/18/15 0:00;1,5514;488,75;;9/21/15 1:30;33;4
 	42.265,02 ;18/9/15 0:30;1,5505;488;;9/18/15 0:30;1,5513;488,5;;9/21/15 2:00;58;1
 	42.265,04 ;18/9/15 1:00;1,5497;487,75;;9/18/15 1:00;1,5508;488,25;;9/21/15 2:30;202;34
 	42.265,06 ;18/9/15 1:30;1,5465;486,75;;9/18/15 1:30;1,5477;487,25;;9/21/15 3:00;55;118
 	42.265,08 ;18/9/15 2:00;1,5433;485,25;;9/18/15 2:00;1,5439;485,75;;9/21/15 3:30;247;170
 	42.265,10 ;18/9/15 2:30;1,5441;485,5;;9/18/15 2:30;1,545;486;;9/21/15 4:00;206;18
 	42.265,13 ;18/9/15 3:00;1,5514;487,25;;9/18/15 3:00;1,5523;488;;9/21/15 4:30;102;50
 	42.265,15 ;18/9/15 3:30;1,5521;488,25;;9/18/15 3:30;1,5534;488,5;;9/21/15 5:00;192;29
 	42.265,17 ;18/9/15 4:00;1,5551;489;;9/18/15 4:00;1,556;489,5;;9/21/15 5:30;90;191
 	42.265,19 ;18/9/15 4:30;1,5647;492;;9/18/15 4:30;1,5662;492,5;;9/21/15 6:00;353;34
 	42.265,21 ;18/9/15 5:00;1,5661;492,25;;9/18/15 5:00;1,5675;493;;9/21/15 6:30;268;76
 	42.265,23 ;18/9/15 5:30;1,5565;489,25;;9/18/15 5:30;1,5576;489,75;;9/21/15 7:00;496;151
 	42.265,25 ;18/9/15 6:00;1,5495;487;;9/18/15 6:00;1,5503;487,5;;9/21/15 7:30;658;128
 	42.265,27 ;18/9/15 6:30;1,5457;486;;9/18/15 6:30;1,5472;486,5;;9/21/15 8:00;1131;784
 	42.265,29 ;18/9/15 7:00;1,5465;486,25;;9/18/15 7:00;1,5474;486,5;;9/21/15 8:30;4621;468
 	42.265,31 ;18/9/15 7:30;1,5382;484;;9/18/15 7:30;1,5395;484,5;;9/21/15 9:00;2698;274
 	42.265,33 ;18/9/15 8:00;1,5418;485;;9/18/15 8:00;1,5422;485,75;;9/21/15 9:30;2440;564
 	42.265,35 ;18/9/15 8:30;1,5348;483,25;;9/18/15 8:30;1,5352;483,75;;9/21/15 10:00;2150;182
 	42.265,38 ;18/9/15 9:00;1,5259;480,75;;9/18/15 9:00;1,5263;481,25;;9/21/15 10:30;2182;1041
 	42.265,40 ;18/9/15 9:30;1,5344;483,25;;9/18/15 9:30;1,5351;483,75;;9/21/15 11:00;2041;131
 	42.265,42 ;18/9/15 10:00;1,5468;486;;9/18/15 10:00;1,5471;486,5;;9/21/15 11:30;842;4
 	42.265,44 ;18/9/15 10:30;1,5291;480,75;;9/18/15 10:30;1,5297;481;;9/21/15 12:00;1974;11
 	42.265,46 ;18/9/15 11:00;1,5277;480,25;;9/18/15 11:00;1,5282;480,5;;9/21/15 12:30;2574;6
 	42.265,48 ;18/9/15 11:30;1,5293;480,75;;9/18/15 11:30;1,5297;481,25;;9/21/15 13:00;2668;8
 	42.265,50 ;18/9/15 12:00;1,536;482,5;;9/18/15 12:00;1,5364;483;;9/21/15 13:30;8545;525
 	42.265,52 ;18/9/15 12:30;1,5327;481,5;;9/18/15 12:30;1,5334;482;;9/21/15 14:00;2570;29
 	42.265,54 ;18/9/15 13:00;1,5279;479,25;;9/18/15 13:00;1,5282;479,75;;9/21/15 14:30;1949;1
 	42.265,56 ;18/9/15 13:30;1,5137;476;;9/18/15 13:30;1,5139;476,5;;9/21/15 15:00;377;26
 	42.265,58 ;18/9/15 14:00;1,5151;476,75;;9/18/15 14:00;1,5155;477,5;;9/21/15 15:30;242;26
 	42.265,60 ;18/9/15 14:30;1,5185;477,25;;9/18/15 14:30;1,519;478;;9/21/15 16:00;397;20
 	42.265,63 ;18/9/15 15:00;1,5191;477,25;;9/18/15 15:00;1,5198;478;;9/21/15 16:30;397;20
 	42.265,65 ;18/9/15 15:30;1,5179;477,5;;9/18/15 15:30;1,5193;478;;9/21/15 17:00;397;20
 	42.265,67 ;18/9/15 16:00;1,52;477,75;;9/18/15 16:00;1,5216;478,5;;9/21/15 18:30;15;20
 	42.265,69 ;18/9/15 16:30;1,5001;478,25;;9/18/15 16:30;1,5245;479,5;;9/21/15 19:00;10;20
 	42.265,71 ;18/9/15 17:00;1,5001;477,75;;9/18/15 17:00;1,5245;479;;9/21/15 19:30;25;20
 	42.267,77 ;20/9/15 18:30;1,5143;476,25;;9/20/15 18:30;1,5162;477,25;;9/21/15 20:00;25;20
 	42.267,79 ;20/9/15 19:00;1,5162;476,5;;9/20/15 19:00;1,5191;477,5;;9/21/15 20:30;1;20
 	42.267,81 ;20/9/15 19:30;1,5143;476,5;;9/20/15 19:30;1,5169;477,25;;9/21/15 21:00;10;20
 	42.267,83 ;20/9/15 20:00;1,5145;476;;9/20/15 20:00;1,5155;477;;9/21/15 21:30;10;20
 	42.267,85 ;20/9/15 20:30;1,5146;476,25;;9/20/15 20:30;1,5167;477,25;;9/21/15 22:00;15;20
 	42.267,88 ;20/9/15 21:00;1,5159;476,25;;9/20/15 21:00;1,5173;477,25;;9/21/15 22:30;15;20
 	42.267,90 ;20/9/15 21:30;1,517;477;;9/20/15 21:30;1,5177;477,25;;9/21/15 23:00;25;20
 	42.267,92 ;20/9/15 22:00;1,5186;477,75;;9/20/15 22:00;1,5208;478,25;;9/21/15 23:30;1;20
 	42.267,94 ;20/9/15 22:30;1,523;479;;9/20/15;1,5241;479,25;;9/22/15;6;20
 	42.267,96 ;20/9/15 23:00;1,523;479;;9/20/15 23:00;1,5242;479,75;;9/22/15 0:30;2;20
 	42.267,98 ;20/9/15 23:30;1,5232;479;;9/20/15 23:30;1,5241;479,75;;9/22/15 1:00;14;20
 	42.268,00 ;21/9/15 0:00;1,523;479;;9/21/15 0:00;1,5245;479,75;;9/22/15 1:30;54;20
 	42.268,02 ;21/9/15 0:30;1,5251;480;;9/21/15 0:30;1,5265;480,25;;9/22/15 2:00;72;20
 	42.268,04 ;21/9/15 1:00;1,5301;480,75;;9/21/15 1:00;1,5307;481,25;;9/22/15 2:30;71;197
 	42.268,06 ;21/9/15 1:30;1,5273;480,5;;9/21/15 1:30;1,5289;480,75;;9/22/15 3:00;127;1056
 	42.268,08 ;21/9/15 2:00;1,5286;480,75;;9/21/15 2:00;1,5299;481,25;;9/22/15 3:30;636;346
 	42.268,10 ;21/9/15 2:30;1,534;482,25;;9/21/15 2:30;1,5348;483;;9/22/15 4:00;621;239
 	42.268,13 ;21/9/15 3:00;1,5269;480,5;;9/21/15 3:00;1,5276;481;;9/22/15 4:30;299;84
 	42.268,15 ;21/9/15 3:30;1,5239;479,25;;9/21/15 3:30;1,5247;479,75;;9/22/15 5:00;141;227
 	42.268,17 ;21/9/15 4:00;1,5262;480,25;;9/21/15 4:00;1,5268;480,75;;9/22/15 5:30;179;404
 	42.268,19 ;21/9/15 4:30;1,5308;481,5;;9/21/15 4:30;1,5317;482;;9/22/15 6:00;370;453
 	42.268,21 ;21/9/15 5:00;1,53;481,25;;9/21/15 5:00;1,5306;481,75;;9/22/15 6:30;378;121
 	42.268,23 ;21/9/15 5:30;1,5314;481,75;;9/21/15 5:30;1,532;482,25;;9/22/15 7:00;1087;312
 	42.268,25 ;21/9/15 6:00;1,5378;483,5;;9/21/15 6:00;1,5383;484;;9/22/15 7:30;1779;281
 	42.268,27 ;21/9/15 6:30;1,5375;483,5;;9/21/15 6:30;1,538;483,75;;9/22/15 8:00;3262;131
 	42.268,29 ;21/9/15 7:00;1,5422;485;;9/21/15 7:00;1,5438;485,5;;9/22/15 8:30;5234;215
 	42.268,31 ;21/9/15 7:30;1,5419;485;;9/21/15 7:30;1,5435;485,25;;9/22/15 9:00;3202;257
 	42.268,33 ;21/9/15 8:00;1,5384;484,25;;9/21/15 8:00;1,5388;484,75;;9/22/15 9:30;3236;734
 	42.268,35 ;21/9/15 8:30;1,5309;482,5;;9/21/15 8:30;1,5313;482,75;;9/22/15 10:00;5139;330
 	42.268,38 ;21/9/15 9:00;1,5299;482,25;;9/21/15 9:00;1,5302;482,75;;9/22/15 10:30;3069;240
 	42.268,40 ;21/9/15 9:30;1,5282;481,75;;9/21/15 9:30;1,5286;482,5;;9/22/15 11:00;5460;606
 	42.268,42 ;21/9/15 10:00;1,5318;482,75;;9/21/15 10:00;1,5322;483,25;;9/22/15 11:30;3456;451
 	42.268,44 ;21/9/15 10:30;1,5329;483,25;;9/21/15 10:30;1,5333;483,75;;9/22/15 12:00;1635;49
 	42.268,46 ;21/9/15 11:00;1,5318;483,25;;9/21/15 11:00;1,5323;483,5;;9/22/15 12:30;3516;76
 	42.268,48 ;21/9/15 11:30;1,5322;483;;9/21/15 11:30;1,5325;483,5;;9/22/15 13:00;4882;74
 	42.268,50 ;21/9/15 12:00;1,5308;482,75;;9/21/15 12:00;1,5312;483,25;;9/22/15 13:30;10107;96
 	42.268,52 ;21/9/15 12:30;1,5358;484,25;;9/21/15 12:30;1,5362;484,75;;9/22/15 14:00;1927;7
 	42.268,54 ;21/9/15 13:00;1,5337;483,75;;9/21/15 13:00;1,5341;484;;9/22/15 14:30;1885;7
 	42.268,56 ;21/9/15 13:30;1,5393;486,5;;9/21/15 13:30;1,5398;486,75;;9/22/15 15:00;557;12
 	42.268,58 ;21/9/15 14:00;1,5395;486,25;;9/21/15 14:00;1,5401;486,75;;9/22/15 15:30;462;22
 	42.268,60 ;21/9/15 14:30;1,5373;485,75;;9/21/15 14:30;1,5378;486,25;;9/22/15 16:00;530;2
 	42.268,63 ;21/9/15 15:00;1,5363;485,5;;9/21/15 15:00;1,537;486;;9/22/15 16:30;530;2
 	42.268,65 ;21/9/15 15:30;1,5319;483,5;;9/21/15 15:30;1,5325;484,25;;9/22/15 17:00;530;2
 	42.268,67 ;21/9/15 16:00;1,5373;484,75;;9/21/15 16:00;1,5378;485,5;;9/22/15 18:30;13;2
 	42.268,69 ;21/9/15 16:30;1,5225;484,75;;9/21/15 16:30;1,539;485,5;;9/22/15 19:00;13;2
 	42.268,71 ;21/9/15 17:00;1,5335;483,75;;9/21/15 17:00;1,539;485,75;;9/22/15 19:30;97;2
 	42.268,77 ;21/9/15 18:30;1,5301;483,75;;9/21/15 18:30;1,5327;485,75;;9/22/15 20:00;10;2
 	42.268,79 ;21/9/15 19:00;1,5286;483,75;;9/21/15 19:00;1,5322;485,75;;9/22/15 20:30;31;2
 	42.268,81 ;21/9/15 19:30;1,5293;483,75;;9/21/15 19:30;1,5317;485,75;;9/22/15 21:00;54;2
 	42.268,83 ;21/9/15 20:00;1,5301;483,75;;9/21/15 20:00;1,5323;485,75;;9/22/15 21:30;11;2
 	42.268,85 ;21/9/15 20:30;1,5299;483,25;;9/21/15 20:30;1,5316;484;;9/22/15 22:00;14;2
 	42.268,88 ;21/9/15 21:00;1,5286;482,75;;9/21/15 21:00;1,5307;483,5;;9/22/15 22:30;15;2
 	42.268,90 ;21/9/15 21:30;1,5307;483,5;;9/21/15 21:30;1,5324;484,25;;9/22/15 23:00;8;12
 	42.268,92 ;21/9/15 22:00;1,53;483,25;;9/21/15 22:00;1,5324;484,25;;9/22/15 23:30;5;12
 	42.268,94 ;21/9/15 22:30;1,531;483,75;;9/21/15 22:30;1,5325;484,5;;9/23/15 0:00;16;12
 	42.268,96 ;21/9/15 23:00;1,5275;482,5;;9/21/15 23:00;1,5297;483,25;;9/23/15 0:30;7;12
 	42.268,98 ;21/9/15 23:30;1,5274;482,5;;9/21/15 23:30;1,5293;483,25;;9/23/15 1:00;12;12
 	42.269,00 ;22/9/15 0:00;1,5278;482,5;;9/22/15 0:00;1,5288;483,25;;9/23/15 1:30;64;12
 	42.269,02 ;22/9/15 0:30;1,5285;482,75;;9/22/15 0:30;1,5298;483,5;;9/23/15 2:00;123;24
 	42.269,04 ;22/9/15 1:00;1,5284;482,75;;9/22/15 1:00;1,5298;483,5;;9/23/15 2:30;213;70
 	42.269,06 ;22/9/15 1:30;1,5282;483,25;;9/22/15 1:30;1,5298;483,5;;9/23/15 3:00;278;161
 	42.269,08 ;22/9/15 2:00;1,5291;483,5;;9/22/15 2:00;1,5301;484;;9/23/15 3:30;315;973
 	42.269,10 ;22/9/15 2:30;1,5244;482;;9/22/15 2:30;1,5252;482,5;;9/23/15 4:00;304;28
 	42.269,13 ;22/9/15 3:00;1,5218;481,25;;9/22/15 3:00;1,5226;481,75;;9/23/15 4:30;154;305
 	42.269,15 ;22/9/15 3:30;1,5202;480,75;;9/22/15 3:30;1,521;481,25;;9/23/15 5:00;646;104
 	42.269,17 ;22/9/15 4:00;1,519;481;;9/22/15 4:00;1,5199;481,25;;9/23/15 5:30;150;42
 	42.269,19 ;22/9/15 4:30;1,5174;480;;9/22/15 4:30;1,5181;480,5;;9/23/15 6:00;129;31
 	42.269,21 ;22/9/15 5:00;1,5248;482,25;;9/22/15 5:00;1,5255;482,75;;9/23/15 6:30;116;104
 	42.269,23 ;22/9/15 5:30;1,5185;480,5;;9/22/15 5:30;1,5191;481,25;;9/23/15 7:00;591;8
 	42.269,25 ;22/9/15 6:00;1,5206;481,75;;9/22/15 6:00;1,5216;482,25;;9/23/15 7:30;1715;273
 	42.269,27 ;22/9/15 6:30;1,5195;481,25;;9/22/15 6:30;1,5202;481,75;;9/23/15 8:00;3987;189
 	42.269,29 ;22/9/15 7:00;1,5162;480,25;;9/22/15 7:00;1,5169;480,75;;9/23/15 8:30;4465;1327
 	42.269,31 ;22/9/15 7:30;1,514;480;;9/22/15 7:30;1,5147;480,75;;9/23/15 9:00;4342;209
 	42.269,33 ;22/9/15 8:00;1,5122;479;;9/22/15 8:00;1,5129;479,75;;9/23/15 9:30;5373;987
 	42.269,35 ;22/9/15 8:30;1,5163;479,75;;9/22/15 8:30;1,5165;480;;9/23/15 10:00;9651;1694
 	42.269,38 ;22/9/15 9:00;1,5229;481,5;;9/22/15 9:00;1,5232;482;;9/23/15 10:30;4161;1323
 	42.269,40 ;22/9/15 9:30;1,5216;480,5;;9/22/15 9:30;1,5217;481;;9/23/15 11:00;7054;856
 	42.269,42 ;22/9/15 10:00;1,5243;481;;9/22/15 10:00;1,5247;481,25;;9/23/15 11:30;3236;482
 	42.269,44 ;22/9/15 10:30;1,5226;480,25;;9/22/15 10:30;1,5231;480,75;;9/23/15 12:00;1465;293
 	42.269,46 ;22/9/15 11:00;1,5351;482,75;;9/22/15 11:00;1,5355;483,25;;9/23/15 12:30;1143;12
 	42.269,48 ;22/9/15 11:30;1,5358;483,5;;9/22/15 11:30;1,536;484;;9/23/15 13:00;1710;164
 	42.269,50 ;22/9/15 12:00;1,5302;482;;9/22/15 12:00;1,5306;482,5;;9/23/15 13:30;7215;71
 	42.269,52 ;22/9/15 12:30;1,5278;481;;9/22/15 12:30;1,5284;481,5;;9/23/15 14:00;1115;51
 	42.269,54 ;22/9/15 13:00;1,542;485,25;;9/22/15 13:00;1,5425;485,5;;9/23/15 14:30;1398;8
 	42.269,56 ;22/9/15 13:30;1,5553;488,75;;9/22/15 13:30;1,5555;489,25;;9/23/15 15:00;724;18
 	42.269,58 ;22/9/15 14:00;1,5531;488,75;;9/22/15 14:00;1,5538;489,25;;9/23/15 15:30;296;24
 	42.269,60 ;22/9/15 14:30;1,5529;488,5;;9/22/15 14:30;1,5535;489;;9/23/15 16:00;278;24
 	42.269,63 ;22/9/15 15:00;1,5534;488,5;;9/22/15 15:00;1,5539;489;;9/23/15 16:30;278;24
 	42.269,65 ;22/9/15 15:30;1,554;488,25;;9/22/15 15:30;1,5548;488,75;;9/23/15 17:00;278;2
 	42.269,67 ;22/9/15 16:00;1,5583;489,75;;9/22/15 16:00;1,5605;491;;9/23/15 18:30;8;2
 	42.269,69 ;22/9/15 16:30;1,544;489,25;;9/22/15 16:30;1,5605;490,5;;9/23/15 19:00;2;2
 	42.269,71 ;22/9/15 17:00;1,5554;489;;9/22/15 17:00;1,5595;490,25;;9/23/15 19:30;37;2
 	42.269,77 ;22/9/15 18:30;1,5542;489;;9/22/15;1,5577;490,25;;9/23/15;24;2
 	42.269,79 ;22/9/15 19:00;1,5553;489;;9/22/15 19:00;1,56;490,25;;9/23/15 20:30;12;2
 	42.269,81 ;22/9/15 19:30;1,5565;489;;9/22/15 19:30;1,5592;490,25;;9/23/15 21:00;24;2
 	42.269,83 ;22/9/15 20:00;1,5586;489;;9/22/15 20:00;1,5601;490,25;;9/23/15 21:30;30;5
 	42.269,85 ;22/9/15 20:30;1,5588;489,5;;9/22/15 20:30;1,5593;490,5;;9/23/15 22:00;59;5
 	42.269,88 ;22/9/15 21:00;1,5505;487,5;;9/22/15 21:00;1,5528;488,5;;9/23/15 22:30;14;5
 	42.269,90 ;22/9/15 21:30;1,5484;487;;9/22/15 21:30;1,5494;487,75;;9/23/15 23:00;2;5
 	42.269,92 ;22/9/15 22:00;1,5478;486,5;;9/22/15 22:00;1,5492;487;;9/23/15 23:30;7;2
 	42.269,94 ;22/9/15 22:30;1,549;487;;9/22/15 22:30;1,5495;487,5;;9/24/15 0:00;13;2
 	42.269,96 ;22/9/15 23:00;1,5476;486,25;;9/22/15 23:00;1,5492;487,25;;9/24/15 0:30;10;2
 	42.269,98 ;22/9/15 23:30;1,5493;486,75;;9/22/15 23:30;1,5505;487,75;;9/24/15 1:00;16;2
 	42.270,00 ;23/9/15 0:00;1,5474;486,25;;9/23/15 0:00;1,5493;487,25;;9/24/15 1:30;124;22
 	42.270,02 ;23/9/15 0:30;1,5498;486,75;;9/23/15 0:30;1,5512;487,75;;9/24/15 2:00;54;97
 	42.270,04 ;23/9/15 1:00;1,5509;487;;9/23/15 1:00;1,5512;487,5;;9/24/15 2:30;180;316
 	42.270,06 ;23/9/15 1:30;1,5517;487,75;;9/23/15 1:30;1,5534;488,5;;9/24/15 3:00;164;35
 	42.270,08 ;23/9/15 2:00;1,5552;488,75;;9/23/15 2:00;1,5562;489,5;;9/24/15 3:30;261;58
 	42.270,10 ;23/9/15 2:30;1,5617;491;;9/23/15 2:30;1,5624;491,5;;9/24/15 4:00;150;63
 	42.270,13 ;23/9/15 3:00;1,5639;491,25;;9/23/15 3:00;1,5644;492;;9/24/15 4:30;102;621
 	42.270,15 ;23/9/15 3:30;1,5675;492,75;;9/23/15 3:30;1,5682;493;;9/24/15 5:00;175;590
 	42.270,17 ;23/9/15 4:00;1,5676;492,5;;9/23/15 4:00;1,5684;493,25;;9/24/15 5:30;75;88
 	42.270,19 ;23/9/15 4:30;1,5696;493,25;;9/23/15 4:30;1,5703;493,75;;9/24/15 6:00;266;374
 	42.270,21 ;23/9/15 5:00;1,5632;491,25;;9/23/15 5:00;1,5641;491,75;;9/24/15 6:30;221;45
 	42.270,23 ;23/9/15 5:30;1,5644;491,5;;9/23/15 5:30;1,5653;491,75;;9/24/15 7:00;237;21
 	42.270,25 ;23/9/15 6:00;1,5605;490,25;;9/23/15 6:00;1,5614;490,75;;9/24/15 7:30;943;32
 	42.270,27 ;23/9/15 6:30;1,565;491,25;;9/23/15 6:30;1,5657;491,75;;9/24/15 8:00;1707;518
 	42.270,29 ;23/9/15 7:00;1,5649;491,25;;9/23/15 7:00;1,5658;491,75;;9/24/15 8:30;3655;368
 	42.270,31 ;23/9/15 7:30;1,5694;492,25;;9/23/15 7:30;1,5699;492,75;;9/24/15 9:00;3483;6
 	42.270,33 ;23/9/15 8:00;1,564;490,25;;9/23/15 8:00;1,5646;490,75;;9/24/15 9:30;4426;90
 	42.270,35 ;23/9/15 8:30;1,5735;492,5;;9/23/15 8:30;1,5739;492,75;;9/24/15 10:00;3855;108
 	42.270,38 ;23/9/15 9:00;1,5732;492,75;;9/23/15 9:00;1,5736;493;;9/24/15 10:30;3411;1704
 	42.270,40 ;23/9/15 9:30;1,5709;492,5;;9/23/15 9:30;1,5721;492,75;;9/24/15 11:00;2351;231
